Timestamp,ID,BER,OSNR,Failure
1624461898,SPO1/18/11,2.08e-08,38.6,0
1624461898,SPO2/18/11,1.66e-07,26.0,0
1624461902,SPO1/18/11,2.06e-08,38.6,0
1624461902,SPO2/18/11,1.66e-07,26.0,0
1624461905,SPO1/18/11,2.12e-08,38.6,0
1624461905,SPO2/18/11,1.68e-07,26.0,0
1624461908,SPO1/18/11,2.11e-08,38.5,0
1624461908,SPO2/18/11,1.66e-07,26.0,0
1624461911,SPO1/18/11,2.15e-08,38.6,0
1624461911,SPO2/18/11,1.65e-07,25.9,0
1624461914,SPO1/18/11,2.14e-08,38.6,0
1624461915,SPO2/18/11,1.68e-07,25.7,0
1624461918,SPO2/18/11,1.67e-07,25.9,0
1624461918,SPO1/18/11,2.09e-08,38.5,0
1624461921,SPO1/18/11,2.13e-08,38.6,0
1624461921,SPO2/18/11,1.92e-07,25.8,0
1624461924,SPO2/18/11,1.89e-07,25.6,0
1624461924,SPO1/18/11,2.11e-08,38.6,0
1624461927,SPO1/18/11,2.05e-08,38.6,0
1624461927,SPO2/18/11,1.9e-07,25.6,0
1624461931,SPO1/18/11,2.13e-08,38.6,0
1624461931,SPO2/18/11,1.88e-07,25.7,0
1624461934,SPO2/18/11,1.88e-07,25.8,0
1624461934,SPO1/18/11,2.1e-08,38.5,0
1624461937,SPO1/18/11,2.07e-08,38.6,0
1624461937,SPO2/18/11,1.91e-07,25.6,0
1624461940,SPO1/18/11,2.14e-08,38.6,0
1624461940,SPO2/18/11,1.9e-07,25.7,0
1624461943,SPO1/18/11,2.06e-08,38.2,0
1624461943,SPO2/18/11,1.89e-07,25.7,0
1624461947,SPO2/18/11,1.86e-07,25.8,0
1624461947,SPO1/18/11,2.02e-08,38.6,0
1624461950,SPO2/18/11,1.43e-07,25.8,0
1624461950,SPO1/18/11,1.99e-08,38.6,0
1624461953,SPO2/18/11,1.91e-07,25.7,0
1624461953,SPO1/18/11,1.96e-08,38.6,0
1624461956,SPO2/18/11,1.92e-07,25.6,0
1624461956,SPO1/18/11,2.04e-08,38.6,0
1624461960,SPO2/18/11,1.89e-07,25.9,0
1624461960,SPO1/18/11,2.04e-08,38.6,0
1624461963,SPO2/18/11,1.9e-07,25.6,0
1624461963,SPO1/18/11,2.1e-08,38.6,0
1624461966,SPO2/18/11,1.89e-07,25.5,0
1624461966,SPO1/18/11,2.16e-08,38.6,0
1624461969,SPO2/18/11,1.88e-07,25.6,0
1624461969,SPO1/18/11,2.13e-08,38.6,0
1624461972,SPO1/18/11,2.15e-08,38.6,0
1624461972,SPO2/18/11,1.89e-07,25.7,0
1624461976,SPO2/18/11,1.87e-07,25.8,0
1624461976,SPO1/18/11,2.02e-08,38.6,0
1624461979,SPO2/18/11,1.89e-07,25.8,0
1624461979,SPO1/18/11,2.07e-08,38.5,0
1624461982,SPO2/18/11,2.23e-07,25.3,0
1624461982,SPO1/18/11,2.09e-08,38.6,0
1624461985,SPO2/18/11,2.23e-07,25.2,0
1624461985,SPO1/18/11,2.09e-08,38.6,0
1624461988,SPO2/18/11,2.24e-07,25.4,0
1624461988,SPO1/18/11,1.94e-08,38.6,0
1624461992,SPO2/18/11,2.23e-07,25.4,0
1624461992,SPO1/18/11,2.1e-08,38.6,0
1624461995,SPO2/18/11,2.2e-07,25.3,0
1624461995,SPO1/18/11,2.12e-08,38.6,0
1624461998,SPO2/18/11,2.2e-07,25.3,0
1624461998,SPO1/18/11,2e-08,38.6,0
1624462001,SPO2/18/11,2.21e-07,25.5,0
1624462001,SPO1/18/11,2.03e-08,38.6,0
1624462005,SPO2/18/11,2.21e-07,25.4,0
1624462005,SPO1/18/11,1.99e-08,38.6,0
1624462008,SPO2/18/11,2.23e-07,25.3,0
1624462008,SPO1/18/11,2.09e-08,38.6,0
1624462011,SPO2/18/11,2.22e-07,25.6,0
1624462011,SPO1/18/11,2.09e-08,38.6,0
1624462014,SPO2/18/11,2.21e-07,25.5,0
1624462014,SPO1/18/11,2.03e-08,38.6,0
1624462017,SPO2/18/11,2.19e-07,25.5,0
1624462017,SPO1/18/11,2.1e-08,38.5,0
1624462021,SPO2/18/11,2.17e-07,25.3,0
1624462021,SPO1/18/11,2.13e-08,38.6,0
1624462024,SPO2/18/11,2.2e-07,25.3,0
1624462024,SPO1/18/11,2.13e-08,38.5,0
1624462027,SPO1/18/11,2.09e-08,38.6,0
1624462027,SPO2/18/11,2.18e-07,25.4,0
1624462030,SPO2/18/11,2.2e-07,25.6,0
1624462030,SPO1/18/11,2.07e-08,38.6,0
1624462034,SPO1/18/11,2.08e-08,38.5,0
1624462034,SPO2/18/11,2.2e-07,25.5,0
1624462037,SPO2/18/11,2.2e-07,25.4,0
1624462037,SPO1/18/11,2.1e-08,38.6,0
1624462040,SPO1/18/11,2.08e-08,38.5,0
1624462040,SPO2/18/11,2.42e-07,25.5,0
1624462043,SPO1/18/11,2.14e-08,38.6,0
1624462043,SPO2/18/11,2.62e-07,25.2,0
1624462046,SPO1/18/11,2.02e-08,38.5,0
1624462046,SPO2/18/11,2.64e-07,25.3,0
1624462050,SPO1/18/11,1.59e-08,38.6,0
1624462050,SPO2/18/11,2.65e-07,25.2,0
1624462053,SPO2/18/11,1.97e-07,25.3,0
1624462053,SPO1/18/11,2.07e-08,38.6,0
1624462056,SPO2/18/11,2.65e-07,25.4,0
1624462056,SPO1/18/11,2e-08,38.6,0
1624462059,SPO1/18/11,2.1e-08,38.6,0
1624462059,SPO2/18/11,2.6e-07,25.1,0
1624462063,SPO1/18/11,2.16e-08,38.6,0
1624462063,SPO2/18/11,2.57e-07,25.3,0
1624462066,SPO2/18/11,2.63e-07,25.0,0
1624462066,SPO1/18/11,2.02e-08,38.6,0
1624462069,SPO1/18/11,2.13e-08,38.6,0
1624462069,SPO2/18/11,2.62e-07,25.1,0
1624462072,SPO2/18/11,2.64e-07,25.2,0
1624462072,SPO1/18/11,2.05e-08,38.6,0
1624462075,SPO1/18/11,2.02e-08,38.6,0
1624462075,SPO2/18/11,2.62e-07,25.3,0
1624462079,SPO2/18/11,2.64e-07,25.2,0
1624462079,SPO1/18/11,2.06e-08,38.6,0
1624462082,SPO2/18/11,2.63e-07,25.3,0
1624462082,SPO1/18/11,2.03e-08,38.6,0
1624462085,SPO2/18/11,2.65e-07,25.3,0
1624462085,SPO1/18/11,2.09e-08,38.6,0
1624462088,SPO1/18/11,2.11e-08,38.6,0
1624462088,SPO2/18/11,2.7e-07,25.2,0
1624462091,SPO1/18/11,2.04e-08,38.6,0
1624462092,SPO2/18/11,2.66e-07,25.2,0
1624462095,SPO2/18/11,2.66e-07,25.3,0
1624462095,SPO1/18/11,2.07e-08,38.6,0
1624462098,SPO1/18/11,2.12e-08,38.5,0
1624462098,SPO2/18/11,2.63e-07,25.1,0
1624462101,SPO1/18/11,2.12e-08,38.5,0
1624462101,SPO2/18/11,3.01e-07,25.0,0
1624462104,SPO1/18/11,2.11e-08,38.6,0
1624462104,SPO2/18/11,3.2e-07,24.9,0
1624462108,SPO1/18/11,2.1e-08,38.6,0
1624462108,SPO2/18/11,3.18e-07,25.1,0
1624462111,SPO2/18/11,3.19e-07,24.9,0
1624462111,SPO1/18/11,2.11e-08,38.6,0
1624462114,SPO2/18/11,3.21e-07,24.8,0
1624462114,SPO1/18/11,2.11e-08,38.6,0
1624462117,SPO1/18/11,2.16e-08,38.6,0
1624462117,SPO2/18/11,3.21e-07,24.9,0
1624462120,SPO2/18/11,3.2e-07,24.9,0
1624462120,SPO1/18/11,2.06e-08,38.6,0
1624462124,SPO1/18/11,2.1e-08,38.6,0
1624462124,SPO2/18/11,3.21e-07,24.8,0
1624462127,SPO1/18/11,2.17e-08,38.6,0
1624462127,SPO2/18/11,3.2e-07,24.9,0
1624462130,SPO1/18/11,2.1e-08,38.5,0
1624462130,SPO2/18/11,3.2e-07,24.9,0
1624462133,SPO1/18/11,2.2e-08,38.6,0
1624462133,SPO2/18/11,3.19e-07,24.8,0
1624462136,SPO1/18/11,2.07e-08,38.6,0
1624462136,SPO2/18/11,3.19e-07,24.9,0
1624462140,SPO1/18/11,2.22e-08,38.6,0
1624462140,SPO2/18/11,3.23e-07,24.9,0
1624462143,SPO1/18/11,2.18e-08,38.6,0
1624462143,SPO2/18/11,3.22e-07,25.1,0
1624462146,SPO1/18/11,2.14e-08,38.6,0
1624462146,SPO2/18/11,3.22e-07,24.8,0
1624462149,SPO1/18/11,2.13e-08,38.6,0
1624462149,SPO2/18/11,3.24e-07,25.0,0
1624462153,SPO2/18/11,3.25e-07,25.0,0
1624462153,SPO1/18/11,2.12e-08,38.6,0
1624462156,SPO2/18/11,3.24e-07,25.1,0
1624462156,SPO1/18/11,2.12e-08,38.5,0
1624462159,SPO2/18/11,3.22e-07,24.9,0
1624462159,SPO1/18/11,2.17e-08,38.5,0
1624462162,SPO2/18/11,2.69e-07,25.4,0
1624462162,SPO1/18/11,2.18e-08,38.5,0
1624462165,SPO2/18/11,2.63e-07,25.3,0
1624462166,SPO1/18/11,2.24e-08,38.6,0
1624462169,SPO2/18/11,2.64e-07,25.4,0
1624462169,SPO1/18/11,2.2e-08,38.6,0
1624462172,SPO2/18/11,2.59e-07,25.1,0
1624462172,SPO1/18/11,2.17e-08,38.6,0
1624462175,SPO1/18/11,2.25e-08,38.6,0
1624462175,SPO2/18/11,2.63e-07,25.2,0
1624462178,SPO1/18/11,2.13e-08,38.6,0
1624462178,SPO2/18/11,2.63e-07,25.3,0
1624462182,SPO1/18/11,2.13e-08,38.6,0
1624462182,SPO2/18/11,2.61e-07,25.3,0
1624462185,SPO1/18/11,2.11e-08,38.6,0
1624462185,SPO2/18/11,2.62e-07,25.1,0
1624462188,SPO1/18/11,2.09e-08,38.6,0
1624462188,SPO2/18/11,2.61e-07,25.0,0
1624462191,SPO1/18/11,2.18e-08,36.8,0
1624462191,SPO2/18/11,2.61e-07,25.4,0
1624462194,SPO1/18/11,2.13e-08,38.5,0
1624462194,SPO2/18/11,2.6e-07,25.1,0
1624462198,SPO1/18/11,2.17e-08,38.5,0
1624462198,SPO2/18/11,2.61e-07,25.2,0
1624462201,SPO2/18/11,2.56e-07,25.2,0
1624462201,SPO1/18/11,2.13e-08,38.6,0
1624462204,SPO2/18/11,2.6e-07,25.2,0
1624462204,SPO1/18/11,2.15e-08,38.6,0
1624462207,SPO1/18/11,2.11e-08,38.6,0
1624462207,SPO2/18/11,2.6e-07,25.1,0
1624462210,SPO2/18/11,2.61e-07,25.2,0
1624462211,SPO1/18/11,2.14e-08,38.6,0
1624462214,SPO2/18/11,2.61e-07,25.0,0
1624462214,SPO1/18/11,2.2e-08,38.5,0
1624462217,SPO2/18/11,2.6e-07,25.3,0
1624462217,SPO1/18/11,2.18e-08,38.6,0
1624462220,SPO2/18/11,2.49e-07,25.2,0
1624462220,SPO1/18/11,2.17e-08,38.0,0
1624462223,SPO2/18/11,2.19e-07,25.5,0
1624462223,SPO1/18/11,2.17e-08,38.5,0
1624462227,SPO2/18/11,2.16e-07,25.4,0
1624462227,SPO1/18/11,2.12e-08,38.6,0
1624462230,SPO2/18/11,2.18e-07,25.4,0
1624462230,SPO1/18/11,2.13e-08,38.6,0
1624462233,SPO2/18/11,2.21e-07,25.5,0
1624462233,SPO1/18/11,2.1e-08,38.6,0
1624462236,SPO2/18/11,2.2e-07,25.4,0
1624462236,SPO1/18/11,2.1e-08,38.5,0
1624462239,SPO2/18/11,2.21e-07,25.2,0
1624462239,SPO1/18/11,2.12e-08,38.6,0
1624462243,SPO2/18/11,2.21e-07,25.5,0
1624462243,SPO1/18/11,2.04e-08,38.6,0
1624462246,SPO1/18/11,2.15e-08,38.5,0
1624462246,SPO2/18/11,1.65e-07,25.3,0
1624462249,SPO1/18/11,2.08e-08,38.5,0
1624462249,SPO2/18/11,2.22e-07,25.0,0
1624462252,SPO1/18/11,2.11e-08,38.6,0
1624462252,SPO2/18/11,2.17e-07,25.5,0
1624462256,SPO1/18/11,2.14e-08,38.6,0
1624462256,SPO2/18/11,2.18e-07,25.5,0
1624462259,SPO2/18/11,2.21e-07,25.3,0
1624462259,SPO1/18/11,2.14e-08,38.6,0
1624462262,SPO1/18/11,2.13e-08,38.6,0
1624462262,SPO2/18/11,2.17e-07,25.3,0
1624462265,SPO1/18/11,2.12e-08,38.6,0
1624462265,SPO2/18/11,2.15e-07,25.5,0
1624462268,SPO1/18/11,2.19e-08,38.5,0
1624462268,SPO2/18/11,2.19e-07,25.3,0
1624462272,SPO1/18/11,2.19e-08,38.5,0
1624462272,SPO2/18/11,2.19e-07,25.2,0
1624462275,SPO1/18/11,2.12e-08,38.6,0
1624462275,SPO2/18/11,2.21e-07,25.5,0
1624462278,SPO1/18/11,2.23e-08,38.6,0
1624462278,SPO2/18/11,2.21e-07,25.5,0
1624462281,SPO1/18/11,2.14e-08,38.6,0
1624462281,SPO2/18/11,2e-07,25.5,0
1624462284,SPO1/18/11,2.09e-08,38.6,0
1624462284,SPO2/18/11,1.87e-07,25.6,0
1624462288,SPO2/18/11,1.85e-07,25.5,0
1624462288,SPO1/18/11,2.06e-08,38.6,0
1624462291,SPO2/18/11,1.87e-07,25.7,0
1624462291,SPO1/18/11,2.15e-08,38.6,0
1624462294,SPO1/18/11,2.16e-08,38.6,0
1624462294,SPO2/18/11,1.86e-07,25.8,0
1624462297,SPO2/18/11,1.86e-07,25.7,0
1624462297,SPO1/18/11,2.1e-08,38.5,0
1624462301,SPO2/18/11,1.88e-07,25.6,0
1624462301,SPO1/18/11,2.13e-08,38.6,0
1624462304,SPO1/18/11,2.11e-08,38.5,0
1624462304,SPO2/18/11,1.85e-07,25.7,0
1624462307,SPO2/18/11,1.85e-07,25.5,0
1624462307,SPO1/18/11,2.09e-08,38.6,0
1624462310,SPO1/18/11,2.14e-08,38.6,0
1624462310,SPO2/18/11,1.85e-07,25.5,0
1624462313,SPO2/18/11,1.85e-07,25.6,0
1624462313,SPO1/18/11,2.09e-08,38.6,0
1624462317,SPO1/18/11,2.1e-08,38.6,0
1624462317,SPO2/18/11,1.84e-07,25.6,0
1624462320,SPO1/18/11,2.14e-08,38.6,0
1624462320,SPO2/18/11,1.38e-07,25.7,0
1624462323,SPO2/18/11,1.85e-07,25.5,0
1624462323,SPO1/18/11,2.04e-08,38.6,0
1624462326,SPO2/18/11,1.85e-07,25.6,0
1624462326,SPO1/18/11,2.11e-08,38.6,0
1624462330,SPO1/18/11,2.11e-08,38.1,0
1624462330,SPO2/18/11,1.86e-07,25.8,0
1624462333,SPO2/18/11,1.85e-07,25.3,0
1624462333,SPO1/18/11,2.13e-08,38.6,0
1624462336,SPO1/18/11,2.12e-08,38.5,0
1624462336,SPO2/18/11,1.87e-07,25.7,0
1624462339,SPO2/18/11,1.87e-07,25.7,0
1624462339,SPO1/18/11,2.16e-08,38.5,0
1624462342,SPO2/18/11,1.7e-07,25.8,0
1624462342,SPO1/18/11,2.09e-08,38.6,0
1624462346,SPO2/18/11,1.62e-07,25.8,0
1624462346,SPO1/18/11,2.16e-08,38.6,0
1624462349,SPO2/18/11,1.63e-07,25.8,0
1624462349,SPO1/18/11,2.09e-08,38.6,0
1624462352,SPO1/18/11,2.21e-08,38.6,0
1624462352,SPO2/18/11,1.61e-07,26.1,0
1624462355,SPO2/18/11,1.61e-07,25.8,0
1624462355,SPO1/18/11,2.07e-08,38.6,0
1624462358,SPO2/18/11,1.63e-07,26.0,0
1624462358,SPO1/18/11,2.11e-08,38.6,0
1624462362,SPO1/18/11,2.1e-08,38.6,0
1624462362,SPO2/18/11,1.63e-07,25.9,0
1624462365,SPO2/18/11,1.22e-07,25.8,0
1624462365,SPO1/18/11,2.06e-08,38.6,0
1624462368,SPO2/18/11,1.62e-07,25.9,0
1624462368,SPO1/18/11,2.14e-08,38.6,0
1624462371,SPO1/18/11,2.15e-08,38.5,0
1624462371,SPO2/18/11,1.63e-07,25.8,0
1624462375,SPO1/18/11,2.18e-08,38.6,0
1624462375,SPO2/18/11,1.62e-07,25.8,0
1624462378,SPO2/18/11,1.63e-07,25.7,0
1624462378,SPO1/18/11,2.11e-08,38.5,0
1624462381,SPO1/18/11,2.15e-08,38.6,0
1624462381,SPO2/18/11,1.61e-07,25.9,0
1624462384,SPO1/18/11,2.14e-08,38.5,0
1624462384,SPO2/18/11,1.61e-07,25.6,0
1624462387,SPO1/18/11,2.23e-08,38.6,0
1624462387,SPO2/18/11,1.63e-07,26.0,0
1624462391,SPO2/18/11,1.63e-07,26.1,0
1624462391,SPO1/18/11,2.23e-08,38.6,0
1624462394,SPO2/18/11,1.62e-07,25.7,0
1624462394,SPO1/18/11,2.18e-08,38.6,0
1624462397,SPO2/18/11,1.62e-07,25.9,0
1624462397,SPO1/18/11,2.15e-08,38.5,0
1624462400,SPO1/18/11,2.19e-08,38.5,0
1624462400,SPO2/18/11,1.63e-07,25.8,0
1624462404,SPO1/18/11,2.18e-08,38.6,0
1624462404,SPO2/18/11,1.83e-07,25.7,0
1624462407,SPO2/18/11,1.86e-07,25.6,0
1624462407,SPO1/18/11,2.2e-08,38.6,0
1624462410,SPO1/18/11,2.22e-08,37.7,0
1624462410,SPO2/18/11,1.85e-07,25.6,0
1624462413,SPO1/18/11,2.25e-08,38.6,0
1624462413,SPO2/18/11,1.85e-07,25.7,0
1624462416,SPO1/18/11,2.31e-08,38.6,0
1624462416,SPO2/18/11,1.84e-07,25.6,0
1624462420,SPO1/18/11,2.27e-08,38.6,0
1624462420,SPO2/18/11,1.86e-07,25.7,0
1624462423,SPO1/18/11,2.36e-08,38.5,0
1624462423,SPO2/18/11,1.85e-07,25.5,0
1624462426,SPO1/18/11,2.36e-08,38.5,0
1624462426,SPO2/18/11,1.81e-07,25.3,0
1624462429,SPO1/18/11,2.24e-08,38.6,0
1624462430,SPO2/18/11,1.84e-07,25.5,0
1624462433,SPO1/18/11,2.3e-08,38.6,0
1624462433,SPO2/18/11,1.81e-07,25.6,0
1624462436,SPO1/18/11,2.16e-08,38.6,0
1624462436,SPO2/18/11,1.82e-07,25.5,0
1624462439,SPO1/18/11,2.25e-08,38.6,0
1624462439,SPO2/18/11,1.83e-07,25.7,0
1624462442,SPO1/18/11,2.28e-08,38.6,0
1624462443,SPO2/18/11,1.85e-07,25.6,0
1624462446,SPO1/18/11,2.38e-08,38.6,0
1624462446,SPO2/18/11,1.85e-07,25.4,0
1624462449,SPO2/18/11,1.4e-07,25.7,0
1624462449,SPO1/18/11,2.31e-08,38.5,0
1624462452,SPO2/18/11,1.88e-07,25.7,0
1624462453,SPO1/18/11,2.31e-08,38.6,0
1624462455,SPO2/18/11,1.87e-07,25.6,0
1624462456,SPO1/18/11,2.33e-08,38.5,0
1624462459,SPO2/18/11,1.86e-07,25.6,0
1624462459,SPO1/18/11,2.34e-08,38.3,0
1624462462,SPO2/18/11,1.54e-07,25.6,0
1624462462,SPO1/18/11,2.23e-08,38.5,0
1624462465,SPO2/18/11,2.19e-07,25.5,0
1624462465,SPO1/18/11,2.32e-08,38.6,0
1624462468,SPO2/18/11,2.21e-07,25.4,0
1624462469,SPO1/18/11,2.28e-08,38.6,0
1624462472,SPO2/18/11,2.21e-07,25.6,0
1624462472,SPO1/18/11,2.4e-08,38.5,0
1624462475,SPO2/18/11,2.19e-07,25.3,0
1624462475,SPO1/18/11,2.42e-08,38.6,0
1624462478,SPO2/18/11,2.17e-07,25.3,0
1624462478,SPO1/18/11,2.3e-08,38.6,0
1624462481,SPO2/18/11,2.13e-07,25.4,0
1624462482,SPO1/18/11,2.24e-08,38.5,0
1624462485,SPO2/18/11,2.17e-07,25.3,0
1624462485,SPO1/18/11,2.21e-08,38.6,0
1624462488,SPO2/18/11,2.16e-07,25.4,0
1624462488,SPO1/18/11,2.24e-08,38.5,0
1624462491,SPO2/18/11,2.18e-07,25.4,0
1624462491,SPO1/18/11,2.16e-08,38.6,0
1624462494,SPO1/18/11,2.2e-08,38.6,0
1624462494,SPO2/18/11,2.16e-07,25.4,0
1624462498,SPO2/18/11,2.16e-07,25.4,0
1624462498,SPO1/18/11,2.21e-08,38.6,0
1624462501,SPO2/18/11,2.17e-07,25.4,0
1624462501,SPO1/18/11,2.08e-08,38.6,0
1624462504,SPO1/18/11,2.15e-08,38.5,0
1624462504,SPO2/18/11,2.14e-07,25.2,0
1624462507,SPO1/18/11,2.2e-08,38.6,0
1624462507,SPO2/18/11,2.14e-07,25.3,0
1624462510,SPO2/18/11,2.18e-07,25.5,0
1624462510,SPO1/18/11,2.13e-08,38.6,0
1624462514,SPO1/18/11,2.15e-08,38.6,0
1624462514,SPO2/18/11,2.15e-07,25.5,0
1624462517,SPO1/18/11,2.12e-08,38.6,0
1624462517,SPO2/18/11,2.14e-07,25.5,0
1624462520,SPO1/18/11,2.19e-08,38.6,0
1624462520,SPO2/18/11,2.15e-07,25.4,0
1624462523,SPO2/18/11,2.47e-07,25.3,0
1624462523,SPO1/18/11,2.21e-08,38.5,0
1624462526,SPO2/18/11,2.52e-07,25.2,0
1624462526,SPO1/18/11,2.18e-08,38.6,0
1624462530,SPO2/18/11,2.54e-07,25.1,0
1624462530,SPO1/18/11,1.62e-08,38.6,0
1624462533,SPO1/18/11,2.23e-08,38.6,0
1624462533,SPO2/18/11,1.92e-07,25.1,0
1624462536,SPO2/18/11,2.56e-07,25.1,0
1624462536,SPO1/18/11,2.25e-08,38.6,0
1624462539,SPO2/18/11,2.56e-07,25.4,0
1624462539,SPO1/18/11,2.2e-08,38.6,0
1624462543,SPO2/18/11,2.59e-07,25.2,0
1624462543,SPO1/18/11,2.22e-08,38.6,0
1624462546,SPO1/18/11,2.13e-08,38.4,0
1624462546,SPO2/18/11,2.59e-07,25.3,0
1624462549,SPO1/18/11,2.13e-08,38.6,0
1624462549,SPO2/18/11,2.56e-07,24.9,0
1624462552,SPO1/18/11,2.15e-08,38.6,0
1624462552,SPO2/18/11,2.54e-07,25.2,0
1624462555,SPO2/18/11,2.57e-07,25.1,0
1624462555,SPO1/18/11,2.1e-08,38.6,0
1624462559,SPO2/18/11,2.58e-07,25.1,0
1624462559,SPO1/18/11,2.15e-08,38.6,0
1624462562,SPO2/18/11,2.55e-07,25.2,0
1624462562,SPO1/18/11,2.15e-08,38.6,0
1624462565,SPO2/18/11,2.6e-07,25.0,0
1624462565,SPO1/18/11,2.09e-08,38.5,0
1624462568,SPO2/18/11,2.54e-07,25.2,0
1624462568,SPO1/18/11,2.18e-08,38.5,0
1624462571,SPO2/18/11,2.57e-07,25.1,0
1624462571,SPO1/18/11,2.12e-08,38.5,0
1624462575,SPO2/18/11,2.56e-07,25.3,0
1624462575,SPO1/18/11,2.16e-08,38.5,0
1624462578,SPO1/18/11,2.3e-08,38.6,0
1624462578,SPO2/18/11,2.59e-07,25.0,0
1624462581,SPO1/18/11,2.17e-08,38.6,0
1624462581,SPO2/18/11,2.58e-07,25.2,0
1624462584,SPO1/18/11,2.22e-08,38.6,0
1624462584,SPO2/18/11,3.09e-07,24.9,0
1624462587,SPO1/18/11,2.08e-08,38.6,0
1624462587,SPO2/18/11,3.12e-07,25.1,0
1624462591,SPO2/18/11,3.13e-07,24.9,0
1624462591,SPO1/18/11,2.1e-08,38.6,0
1624462594,SPO2/18/11,3.15e-07,24.8,0
1624462594,SPO1/18/11,2.23e-08,38.6,0
1624462597,SPO1/18/11,2.19e-08,37.2,0
1624462597,SPO2/18/11,3.12e-07,24.8,0
1624462600,SPO2/18/11,3.14e-07,24.9,0
1624462600,SPO1/18/11,2.14e-08,38.5,0
1624462604,SPO2/18/11,3.16e-07,25.0,0
1624462604,SPO1/18/11,2.15e-08,38.5,0
1624462607,SPO2/18/11,3.15e-07,24.8,0
1624462607,SPO1/18/11,2.14e-08,38.5,0
1624462610,SPO1/18/11,2.14e-08,38.6,0
1624462610,SPO2/18/11,3.18e-07,24.8,0
1624462613,SPO1/18/11,2.12e-08,38.5,0
1624462613,SPO2/18/11,3.16e-07,24.8,0
1624462616,SPO1/18/11,2.11e-08,38.6,0
1624462616,SPO2/18/11,3.14e-07,25.1,0
1624462620,SPO1/18/11,1.55e-08,38.6,0
1624462620,SPO2/18/11,3.12e-07,24.8,0
1624462623,SPO1/18/11,2.15e-08,38.6,0
1624462623,SPO2/18/11,3.13e-07,24.9,0
1624462626,SPO1/18/11,2.15e-08,38.6,0
1624462626,SPO2/18/11,3.15e-07,24.8,0
1624462629,SPO1/18/11,2.07e-08,38.4,0
1624462629,SPO2/18/11,3.13e-07,24.9,0
1624462633,SPO2/18/11,3.15e-07,24.9,0
1624462633,SPO1/18/11,2.06e-08,38.6,0
1624462636,SPO2/18/11,3.12e-07,25.0,0
1624462636,SPO1/18/11,2.14e-08,38.5,0
1624462639,SPO1/18/11,2.17e-08,38.6,0
1624462639,SPO2/18/11,3.14e-07,24.9,0
1624462642,SPO2/18/11,2.96e-07,24.7,0
1624462642,SPO1/18/11,2.18e-08,38.5,0
1624462645,SPO1/18/11,2.07e-08,38.5,0
1624462645,SPO2/18/11,2.55e-07,25.2,0
1624462649,SPO2/18/11,2.57e-07,25.2,0
1624462649,SPO1/18/11,2.09e-08,38.5,0
1624462652,SPO2/18/11,2.53e-07,25.1,0
1624462652,SPO1/18/11,2.12e-08,38.6,0
1624462655,SPO2/18/11,2.55e-07,25.0,0
1624462655,SPO1/18/11,2.05e-08,38.6,0
1624462658,SPO1/18/11,2.08e-08,38.5,0
1624462658,SPO2/18/11,2.57e-07,25.1,0
1624462661,SPO1/18/11,2.12e-08,38.5,0
1624462661,SPO2/18/11,2.5e-07,25.1,0
1624462665,SPO2/18/11,2.51e-07,25.1,0
1624462665,SPO1/18/11,1.65e-08,38.6,0
1624462668,SPO2/18/11,2.57e-07,25.2,0
1624462668,SPO1/18/11,2.2e-08,38.6,0
1624462671,SPO2/18/11,2.57e-07,25.3,0
1624462671,SPO1/18/11,2.19e-08,37.9,0
1624462674,SPO2/18/11,2.56e-07,25.0,0
1624462674,SPO1/18/11,2.27e-08,38.5,0
1624462678,SPO2/18/11,2.54e-07,25.2,0
1624462678,SPO1/18/11,2.09e-08,38.6,0
1624462681,SPO2/18/11,2.53e-07,25.2,0
1624462681,SPO1/18/11,2.11e-08,38.5,0
1624462684,SPO2/18/11,2.52e-07,25.3,0
1624462684,SPO1/18/11,2.18e-08,38.6,0
1624462687,SPO1/18/11,2.2e-08,38.6,0
1624462687,SPO2/18/11,2.52e-07,25.0,0
1624462690,SPO1/18/11,2.18e-08,38.6,0
1624462690,SPO2/18/11,2.57e-07,25.1,0
1624462694,SPO1/18/11,2.23e-08,38.6,0
1624462694,SPO2/18/11,2.57e-07,25.1,0
1624462697,SPO1/18/11,2.19e-08,38.6,0
1624462697,SPO2/18/11,2.56e-07,25.1,0
1624462700,SPO1/18/11,2.25e-08,38.5,0
1624462700,SPO2/18/11,2.56e-07,25.3,0
1624462703,SPO1/18/11,2.28e-08,38.6,0
1624462703,SPO2/18/11,2.31e-07,25.3,0
1624462706,SPO1/18/11,2.22e-08,38.6,0
1624462706,SPO2/18/11,2.12e-07,25.3,0
1624462710,SPO2/18/11,2.15e-07,25.4,0
1624462710,SPO1/18/11,2.35e-08,38.5,0
1624462713,SPO2/18/11,1.59e-07,25.3,0
1624462713,SPO1/18/11,2.3e-08,38.6,0
1624462716,SPO1/18/11,2.31e-08,38.5,0
1624462716,SPO2/18/11,2.14e-07,25.3,0
1624462719,SPO2/18/11,2.13e-07,25.5,0
1624462719,SPO1/18/11,2.21e-08,38.6,0
1624462723,SPO1/18/11,2.14e-08,38.5,0
1624462723,SPO2/18/11,2.15e-07,25.4,0
1624462726,SPO2/18/11,2.13e-07,25.4,0
1624462726,SPO1/18/11,2.23e-08,38.5,0
1624462729,SPO1/18/11,2.3e-08,38.6,0
