BER,OSNR,InputPower
0.00289,27.4,-6.55
0.00397,26.6,-6.99
0.00348,24.8,-6.94
0.00388,25.2,-6.96
0.00394,25.5,-7.0
0.00383,25.5,-6.98
0.00394,25.5,-6.99
0.00388,25.5,-6.98
0.00759,23.5,-7.45
0.00696,23.2,-7.41
0.00754,22.9,-7.44
0.0102,21.8,-7.62
0.0107,21.8,-7.62
0.0107,21.8,-7.61
0.0107,22.1,-7.62
0.0107,21.5,-7.63
0.0212,19.2,-7.82
0.0211,19.4,-7.81
0.0217,18.9,-7.86
0.0213,19.2,-7.81
0.0221,19.4,-7.8
0.0208,18.9,-7.8
0.0217,18.9,-7.83
0.0214,19.2,-7.81
0.0216,18.7,-7.8
0.021,19.2,-7.81
0.0214,19.4,-7.8
0.0213,19.2,-7.78
0.0215,19.2,-7.83
0.0218,19.2,-7.84
0.0218,19.2,-7.86
0.0217,18.7,-7.83
0.0218,18.9,-7.8
0.0211,19.2,-7.82
0.0258,18.0,-7.92
0.0257,17.7,-7.92
0.0258,17.7,-7.9
0.0257,17.7,-7.93
0.0257,18.0,-7.89
0.0257,17.7,-7.89
0.0258,17.5,-7.94
0.0257,17.7,-7.9
0.0256,18.0,-7.9
0.0258,17.5,-7.92
0.0257,17.7,-7.89
0.0256,17.5,-7.92
0.0265,17.0,-7.93
0.0266,17.2,-7.95
0.0266,17.2,-7.96
0.0265,17.0,-7.93
0.00192,29.6,-4.74
0.0019,28.3,-4.74
0.00189,28.7,-4.75
0.00182,28.3,-4.75
0.00193,28.3,-4.74
0.00196,29.1,-4.74
0.00195,28.7,-4.74
0.002,27.4,-4.74
0.00191,27.8,-4.75
0.00196,28.7,-4.74
0.00196,28.3,-4.75
0.00198,28.3,-4.75
0.00198,28.3,-4.75
0.00202,28.3,-4.74
0.00191,27.8,-4.75
0.00286,27.8,-6.55
0.00289,26.6,-6.55
0.00291,27.0,-6.54
0.00272,26.6,-6.55
0.00265,26.6,-6.54
0.00387,25.2,-6.97
0.00356,25.5,-6.97
0.00383,25.2,-6.94
0.00356,25.9,-6.96
0.00389,25.5,-6.96
0.00387,25.5,-6.98
0.00386,25.9,-6.98
0.00754,23.5,-7.42
0.00699,23.2,-7.43
0.00717,23.2,-7.41
0.00749,23.5,-7.43
0.0105,21.8,-7.63
0.0105,21.5,-7.63
0.0104,22.3,-7.62
0.0108,21.8,-7.61
0.0104,21.8,-7.62
0.0104,22.1,-7.62
0.0106,21.8,-7.62
0.0102,21.8,-7.62
0.0107,21.8,-7.62
0.0106,22.1,-7.62
0.0104,21.8,-7.62
0.0107,21.8,-7.62
0.0108,21.8,-7.62
0.0103,21.5,-7.61
0.0107,21.8,-7.62
0.0106,21.8,-7.62
0.0102,21.5,-7.61
0.0103,21.8,-7.6
0.0106,21.8,-7.62
0.0107,22.1,-7.63
0.0107,21.8,-7.61
0.0107,21.8,-7.63
0.0214,19.4,-7.82
0.0219,18.7,-7.82
0.0213,19.4,-7.82
0.0216,19.2,-7.82
0.0211,19.2,-7.81
0.0215,19.4,-7.84
0.0215,19.4,-7.81
0.0212,19.4,-7.82
0.0216,19.4,-7.81
0.0216,19.2,-7.81
0.0216,18.9,-7.82
0.0216,19.2,-7.82
0.0219,19.4,-7.8
0.0215,19.2,-7.84
0.0216,19.2,-7.83
0.0264,19.2,-7.93
0.0265,16.7,-7.94
0.0265,17.0,-7.94
0.0265,17.2,-7.96
0.0265,17.2,-7.97
0.0266,17.0,-7.95
0.0265,17.0,-7.96
0.00183,28.3,-4.74
0.00192,29.1,-4.74
0.00188,27.8,-4.75
0.0018,28.7,-4.75
0.00175,28.7,-4.75
0.00174,28.3,-4.75
0.00202,29.1,-5.11
0.00199,27.8,-5.11
0.00208,28.3,-5.11
0.00182,28.3,-5.11
0.00198,28.7,-5.11
0.00207,29.1,-5.12
0.00194,28.3,-5.11
0.00203,28.7,-5.1
0.00203,28.3,-5.11
0.00199,27.4,-5.11
0.00206,28.7,-5.11
0.00201,27.8,-5.11
0.00187,28.3,-5.1
0.00191,28.3,-5.1
0.002,28.3,-5.11
0.00206,28.3,-5.08
0.00198,29.1,-5.11
0.00197,28.7,-5.11
0.00178,28.7,-5.1
0.00185,28.3,-5.1
0.00193,27.0,-5.1
0.00172,29.6,-5.1
0.00202,27.8,-5.1
0.00181,27.8,-5.11
0.00383,25.5,-6.97
0.00377,25.5,-6.97
0.0035,25.5,-6.96
0.00401,25.5,-6.93
0.0039,25.5,-6.99
0.00389,26.3,-6.97
0.00757,26.6,-7.44
0.00718,23.2,-7.43
0.00703,22.9,-7.43
0.00752,23.2,-7.44
0.0108,23.5,-7.62
0.0109,21.8,-7.58
0.011,22.1,-7.58
0.0105,22.1,-7.61
0.0106,21.8,-7.62
0.0107,21.2,-7.6
0.0107,21.5,-7.62
0.0217,19.2,-7.84
0.0217,19.4,-7.84
0.0218,19.2,-7.84
0.0213,19.2,-7.8
0.0215,19.4,-7.82
0.0214,18.9,-7.81
0.0218,18.7,-7.75
0.0217,18.7,-7.83
0.0218,19.4,-7.78
0.0212,19.2,-7.78
0.0213,18.9,-7.8
0.021,19.4,-7.8
0.0258,17.7,-7.88
0.0257,17.7,-7.89
0.0257,17.7,-7.88
0.0264,17.2,-7.93
0.0265,17.0,-7.92
0.0265,17.0,-7.92
0.0266,17.2,-7.95
0.0265,17.0,-7.89
0.0264,17.0,-7.94
0.0265,17.2,-7.95
0.0265,17.2,-7.93
0.0264,16.7,-7.93
0.0275,17.2,-7.99
0.0275,15.7,-7.94
0.0274,15.7,-8.0
0.0275,15.9,-7.97
0.00194,27.8,-4.75
0.00172,28.3,-4.75
0.0018,28.7,-4.75
0.00192,29.6,-4.75
0.00184,28.7,-4.75
0.0019,29.6,-4.75
0.00195,27.0,-4.75
0.00197,28.7,-4.75
0.00199,27.4,-4.74
0.00193,28.7,-4.75
0.00197,28.7,-4.74
0.00207,27.8,-4.74
0.00184,29.1,-5.1
0.00199,29.1,-5.1
0.00182,28.7,-5.1
0.00189,28.7,-5.1
0.00203,28.3,-5.08
0.00181,27.8,-5.1
0.00182,28.7,-5.1
0.0029,27.0,-6.52
0.00302,26.6,-6.54
0.00281,26.3,-6.55
0.00286,27.0,-6.54
0.00272,27.8,-6.54
0.00288,26.6,-6.53
0.00294,27.0,-6.54
0.00298,27.0,-6.61
0.00279,27.4,-6.6
0.00309,27.0,-6.6
0.00355,25.5,-6.93
0.00405,25.2,-6.98
0.00382,25.2,-6.97
0.00347,25.9,-6.96
0.00385,25.5,-6.94
0.00355,25.9,-6.94
0.00396,25.9,-6.99
0.00735,23.2,-7.42
0.00736,22.9,-7.43
0.00743,23.2,-7.43
0.0106,22.3,-7.58
0.0109,22.3,-7.62
0.0103,21.8,-7.62
0.0101,21.5,-7.6
0.0103,22.1,-7.6
0.0102,22.3,-7.61
0.0106,22.1,-7.63
0.0217,19.2,-7.83
0.0218,19.2,-7.83
0.0215,19.4,-7.81
0.0218,19.2,-7.83
0.0217,19.2,-7.8
0.0211,18.9,-7.81
0.0212,19.2,-7.81
0.0257,17.7,-7.88
0.0258,17.5,-7.89
0.0257,18.0,-7.89
0.0257,17.7,-7.89
0.0258,17.7,-7.92
0.0256,17.5,-7.87
0.0259,17.7,-7.9
0.0258,18.0,-7.89
0.0265,17.0,-7.92
0.0265,17.0,-7.94
0.0266,17.0,-7.92
0.0266,17.2,-7.93
0.0264,17.0,-7.92
0.0265,17.2,-7.94
0.0265,17.0,-7.94
0.0274,15.4,-8.01
0.0275,15.7,-8.01
0.0274,15.1,-7.99
0.0274,15.4,-8.02
0.0275,15.7,-8.02
0.0274,15.7,-8.0
0.0274,15.9,-8.01
0.00193,28.3,-4.75
0.00182,27.8,-4.74
0.00194,27.8,-4.75
0.0019,28.7,-4.75
0.00199,28.7,-4.75
0.00178,29.6,-4.75
0.00176,29.6,-4.74
0.00178,27.8,-4.74
0.00199,29.1,-4.74
0.00172,28.7,-4.74
0.00191,28.3,-4.74
0.00188,28.7,-4.74
0.00299,27.0,-6.55
0.0029,26.6,-6.53
0.00266,27.0,-6.53
0.00283,27.0,-6.54
0.00295,27.0,-6.55
0.00285,27.4,-6.53
0.0029,27.0,-6.61
0.00301,26.6,-6.61
0.00284,26.6,-6.61
0.0029,26.6,-6.6
0.00381,25.9,-6.98
0.00382,25.9,-6.96
0.00392,25.5,-6.97
0.00398,27.0,-6.93
0.00388,25.5,-6.97
0.00361,25.5,-6.97
0.00379,25.5,-6.97
0.00703,23.5,-7.41
0.00711,23.2,-7.42
0.00738,23.2,-7.42
0.0077,22.9,-7.39
0.00744,23.5,-7.44
0.00706,23.2,-7.43
0.0106,22.1,-7.62
0.0107,21.8,-7.62
0.011,22.6,-7.63
0.0102,21.5,-7.63
0.0106,21.8,-7.62
0.0104,22.1,-7.61
0.0106,22.1,-7.62
0.0105,22.1,-7.58
0.0102,21.5,-7.62
0.0103,21.5,-7.61
0.0108,22.1,-7.63
0.0212,19.2,-7.8
0.022,19.2,-7.78
0.0215,19.2,-7.8
0.0216,18.9,-7.83
0.0219,19.2,-7.82
0.0211,19.4,-7.81
0.0258,18.0,-7.93
0.0258,17.5,-7.9
0.0258,17.7,-7.92
0.0265,17.2,-7.93
0.0264,17.2,-7.92
0.0266,17.0,-7.92
0.0264,17.0,-7.9
0.0265,17.2,-7.96
0.0266,17.0,-7.92
0.0265,17.2,-7.94
0.0275,15.7,-8.02
0.0275,15.7,-8.02
0.0274,15.7,-7.99
0.0274,15.7,-7.96
0.0275,15.9,-7.99
0.0274,15.7,-7.96
0.0274,15.4,-8.01
0.0275,15.4,-8.02
0.0274,15.4,-7.97
0.0275,15.9,-8.0
0.0275,15.7,-8.02
0.0274,15.9,-7.99
0.0275,15.7,-8.02
0.00172,29.1,-4.74
0.00195,28.7,-4.74
0.00198,27.8,-4.74
0.00178,28.7,-4.74
0.00201,28.7,-4.74
0.002,29.1,-4.74
0.00202,29.1,-4.74
0.00175,28.3,-4.74
0.00194,28.7,-4.74
0.0038,25.5,-6.97
0.0039,26.3,-6.96
0.00395,26.3,-6.98
0.0035,25.9,-6.96
0.0038,25.9,-6.97
0.00734,23.5,-7.41
0.00766,23.2,-7.44
0.00734,23.2,-7.42
0.0106,21.5,-7.57
0.0108,22.1,-7.6
0.0104,21.5,-7.61
0.0106,22.1,-7.6
0.0103,21.5,-7.58
0.0103,21.8,-7.61
0.0106,21.8,-7.58
0.0215,19.4,-7.84
0.0216,19.4,-7.82
0.0216,19.2,-7.82
0.0213,19.2,-7.8
0.0208,19.2,-7.78
0.0212,18.7,-7.82
0.0215,19.4,-7.83
0.0209,18.9,-7.81
0.0214,19.4,-7.82
0.0216,19.2,-7.82
0.0215,19.2,-7.82
0.0215,18.9,-7.82
0.0213,18.9,-7.8
0.0214,19.2,-7.81
0.0211,19.2,-7.81
0.0213,19.2,-7.78
0.0217,19.2,-7.8
0.0216,19.2,-7.76
0.0218,19.2,-7.84
0.0216,19.4,-7.83
0.0217,19.2,-7.83
0.0212,19.2,-7.8
0.0217,19.4,-7.8
0.0218,18.9,-7.82
0.0215,19.2,-7.81
0.0221,18.9,-7.8
0.0219,19.2,-7.77
0.0258,17.5,-7.87
0.0257,17.5,-7.88
0.0258,17.7,-7.9
0.0258,18.0,-7.93
0.0256,17.7,-7.89
0.0265,17.2,-7.93
0.0265,17.2,-7.93
0.0265,17.2,-7.94
0.0265,17.0,-7.95
0.0265,17.0,-7.92
0.0266,17.2,-7.95
0.0266,17.0,-7.93
0.0265,17.5,-7.9
0.0264,17.0,-7.93
0.0265,17.2,-7.92
0.0264,17.0,-7.89
0.0265,17.2,-7.92
0.0265,17.0,-7.93
0.0265,17.0,-7.93
0.0265,17.2,-7.94
0.0274,15.7,-8.01
0.0274,15.7,-8.0
0.0275,15.4,-8.03
0.0275,15.7,-7.99
0.0018,28.3,-4.74
0.00198,29.6,-4.74
0.00178,29.1,-4.74
0.00198,28.7,-4.74
0.002,28.3,-4.74
0.00189,29.1,-5.07
0.00205,28.7,-5.1
0.00199,27.8,-5.1
0.00291,27.4,-6.54
0.00265,26.6,-6.53
0.00268,26.6,-6.54
0.0027,26.6,-6.53
0.00289,26.3,-6.53
0.00284,25.9,-6.54
0.00303,25.9,-6.61
0.00301,26.6,-6.61
0.00301,26.3,-6.61
0.00379,25.9,-6.96
0.00365,25.9,-6.96
0.00373,25.9,-6.96
0.00362,25.9,-6.97
0.00373,25.9,-6.96
0.00359,25.5,-6.96
0.00712,23.5,-7.43
0.00726,22.9,-7.42
0.00731,23.5,-7.42
0.00736,23.2,-7.43
0.0107,22.1,-7.62
0.0108,21.8,-7.62
0.0106,21.8,-7.63
0.0108,21.8,-7.6
0.0108,22.3,-7.6
0.0105,22.1,-7.6
0.0216,18.9,-7.82
0.0214,18.9,-7.82
0.0215,19.4,-7.78
0.0217,19.4,-7.81
0.0216,19.2,-7.81
0.0215,19.2,-7.81
0.0213,19.4,-7.86
0.0218,19.2,-7.88
0.0209,19.4,-7.78
0.0217,19.2,-7.83
0.0212,19.4,-7.81
0.0217,19.4,-7.81
0.0214,19.2,-7.77
0.0214,19.4,-7.81
0.0213,19.4,-7.8
0.0215,19.4,-7.81
0.0215,19.2,-7.83
0.0215,19.2,-7.82
0.0215,19.2,-7.82
0.0217,19.2,-7.83
0.0216,19.2,-7.81
0.0217,19.4,-7.83
0.022,19.4,-7.78
0.0257,19.4,-7.92
0.0258,17.5,-7.87
0.0258,18.0,-7.93
0.0258,17.5,-7.93
0.0265,17.0,-7.93
0.0265,17.2,-7.93
0.0264,17.2,-7.93
0.0265,17.2,-7.92
0.0264,17.0,-7.94
0.0265,17.2,-7.94
0.0275,15.7,-8.02
0.0274,15.7,-8.0
0.0274,15.7,-7.99
0.0274,15.7,-8.01
0.0275,15.7,-8.0
0.0274,15.7,-8.01
0.0274,15.7,-7.96
0.0274,15.7,-8.01
0.0275,15.7,-8.03
0.0019,28.7,-4.75
0.00177,28.3,-4.74
0.00201,28.7,-4.74
0.002,27.8,-4.74
0.00193,28.3,-4.74
0.00191,29.6,-4.75
0.00194,27.4,-4.75
0.002,28.3,-4.75
0.00199,29.6,-4.74
0.00199,28.7,-4.75
0.00178,28.3,-4.75
0.0018,28.7,-4.74
0.00192,28.7,-4.74
0.00202,28.7,-4.74
0.00177,28.7,-5.1
0.00199,27.8,-5.1
0.00192,28.3,-5.1
0.00286,26.6,-6.55
0.00286,27.8,-6.52
0.00294,27.4,-6.57
0.00294,27.0,-6.57
0.00294,27.0,-6.58
0.00288,27.4,-6.55
0.00296,27.0,-6.64
0.003,26.6,-6.64
0.00292,26.3,-6.6
0.00292,27.4,-6.63
0.00281,26.6,-6.6
0.0039,25.5,-6.97
0.00364,25.5,-6.96
0.00395,24.8,-6.98
0.00374,25.5,-6.94
0.00386,25.5,-6.98
0.0035,25.5,-6.97
0.00383,25.5,-6.97
0.00356,25.9,-6.96
0.00388,24.5,-6.97
0.0039,27.0,-6.96
0.0035,26.3,-6.94
0.00357,25.5,-6.97
0.00394,25.9,-6.98
0.00367,25.5,-6.96
0.00341,24.8,-6.97
0.00368,26.3,-6.96
0.00393,25.9,-6.96
0.00391,25.5,-6.98
0.0038,24.8,-6.94
0.0039,25.5,-6.97
0.00387,25.2,-6.96
0.00366,25.9,-6.96
0.00383,25.5,-6.97
0.00395,24.8,-6.97
0.00353,25.9,-6.96
0.0103,22.1,-7.61
0.0106,21.5,-7.6
0.0106,21.8,-7.58
0.0104,21.5,-7.61
0.0106,21.8,-7.61
0.0111,21.5,-7.63
0.0103,21.5,-7.57
0.0102,21.8,-7.58
0.0107,22.1,-7.58
0.0106,22.1,-7.61
0.0104,21.8,-7.62
0.0108,21.8,-7.6
0.0107,21.8,-7.61
0.0217,22.1,-7.81
0.022,19.2,-7.84
0.0217,19.4,-7.86
0.0213,19.2,-7.8
0.0258,17.5,-7.93
0.0257,17.7,-7.88
0.0258,17.7,-7.92
0.0257,17.5,-7.9
0.0258,17.7,-7.93
0.00179,29.1,-4.75
0.00198,28.3,-4.75
0.0019,28.7,-4.75
0.0019,28.3,-4.75
0.00199,28.7,-4.75
0.00209,29.1,-4.74
0.00192,29.6,-4.75
0.00196,29.6,-4.75
0.00171,28.7,-4.74
0.00197,28.7,-4.75
0.00189,28.3,-4.75
0.00193,29.1,-4.75
0.00196,29.1,-4.75
0.00175,28.7,-4.74
0.00197,28.3,-4.75
0.00194,28.7,-4.74
0.00202,28.3,-4.74
0.00168,28.3,-4.74
0.00178,28.3,-4.74
0.00298,27.0,-6.55
0.00286,26.3,-6.53
0.00278,27.0,-6.53
0.00276,27.8,-6.53
0.00296,26.6,-6.55
0.00269,26.6,-6.54
0.00286,26.6,-6.55
0.00267,27.4,-6.55
0.00264,27.0,-6.54
0.0107,27.4,-7.61
0.0108,21.8,-7.62
0.0105,21.8,-7.6
0.0105,21.8,-7.61
0.0108,21.5,-7.6
0.0101,21.8,-7.63
0.0105,22.1,-7.61
0.0101,22.6,-7.62
0.0106,21.8,-7.62
0.0109,21.5,-7.64
0.0109,22.1,-7.58
0.0101,22.1,-7.62
0.0108,21.8,-7.57
0.0105,21.2,-7.62
0.0105,21.8,-7.6
0.0102,21.8,-7.62
0.0219,19.7,-7.81
0.0216,18.9,-7.82
0.0218,19.4,-7.81
0.0215,19.7,-7.81
0.0214,19.7,-7.81
0.0216,18.9,-7.83
0.0216,19.7,-7.78
0.0257,18.0,-7.93
0.0257,17.7,-7.9
0.0258,17.5,-7.86
0.0258,18.0,-7.89
0.0258,17.7,-7.92
0.0257,17.7,-7.88
0.0265,17.5,-7.92
0.0265,17.0,-7.95
0.0265,17.2,-7.9
0.0265,17.2,-7.93
0.0265,17.0,-7.95
0.0264,17.0,-7.93
0.0265,17.2,-7.94
0.0265,17.0,-7.95
0.0265,17.2,-7.93
0.0265,17.5,-7.94
0.0266,17.2,-7.94
0.0275,15.7,-7.97
0.0275,15.7,-8.01
0.0274,15.7,-8.01
0.0275,15.4,-8.01
0.0274,15.7,-8.02
0.0275,15.7,-8.03
0.0275,15.7,-8.02
0.00198,27.8,-4.75
0.00182,29.1,-4.74
0.00182,29.1,-4.74
0.00199,28.3,-4.75
0.00198,27.8,-4.74
0.00192,29.1,-4.74
0.00189,29.6,-4.74
0.00191,27.8,-4.74
0.00197,28.7,-4.75
0.00179,28.7,-4.75
0.00181,29.1,-4.74
0.00183,28.3,-4.74
0.00205,30.1,-4.75
0.00197,28.7,-4.74
0.00197,27.8,-4.75
0.0019,28.3,-4.75
0.00201,28.3,-4.75
0.00187,28.3,-4.75
0.00195,28.7,-4.74
0.00197,29.1,-4.75
0.00199,29.6,-4.75
0.00202,28.7,-4.75
0.00199,27.8,-4.75
0.00194,27.8,-4.75
0.00204,28.7,-4.75
0.00186,29.6,-4.75
0.0019,28.7,-4.75
0.0104,22.1,-7.61
0.0103,21.8,-7.63
0.0107,21.2,-7.61
0.0106,21.8,-7.61
0.0109,22.1,-7.62
0.0107,21.8,-7.61
0.0107,21.8,-7.6
0.0107,22.1,-7.62
0.0103,21.5,-7.62
0.0107,22.1,-7.62
0.011,21.8,-7.6
0.011,22.1,-7.6
0.0105,21.8,-7.6
0.0104,22.3,-7.61
0.0107,21.8,-7.63
0.01,21.5,-7.58
0.0101,22.1,-7.61
0.0107,22.6,-7.62
0.0105,22.1,-7.63
0.0108,21.8,-7.6
0.0104,21.8,-7.61
0.0108,21.8,-7.6
0.0106,22.3,-7.6
0.0106,21.8,-7.61
0.0107,22.1,-7.61
0.0103,21.8,-7.6
0.0106,21.8,-7.63
0.0104,21.5,-7.61
0.0107,21.5,-7.6
0.0106,22.1,-7.62
0.0103,21.8,-7.61
0.0104,22.1,-7.62
0.0106,21.8,-7.64
0.0211,19.2,-7.8
0.0225,19.4,-7.78
0.0212,19.2,-7.83
0.0216,18.9,-7.81
0.0216,19.2,-7.82
0.0214,19.2,-7.82
0.0217,18.7,-7.81
0.0218,18.9,-7.82
0.0216,19.2,-7.82
0.0211,18.9,-7.8
0.0258,17.7,-7.92
0.0257,17.7,-7.9
0.0257,18.0,-7.93
0.0257,17.5,-7.89
0.0265,17.5,-7.96
0.00194,28.3,-4.75
0.0019,28.3,-4.75
0.00181,29.1,-4.75
0.00199,27.4,-4.74
0.00198,28.3,-4.74
0.00204,29.6,-4.75
0.00194,28.7,-4.75
0.00198,29.6,-4.75
0.00198,28.7,-4.75
0.00205,28.7,-4.75
0.00204,27.8,-4.75
0.00198,28.7,-4.75
0.00188,28.7,-4.75
0.0027,29.1,-6.55
0.00281,27.0,-6.53
0.00294,27.4,-6.54
0.0026,26.6,-6.53
0.00284,26.6,-6.53
0.00284,27.4,-6.51
0.00286,27.0,-6.54
0.00285,27.0,-6.55
0.00301,26.6,-6.6
0.00285,27.0,-6.61
0.00315,26.6,-6.6
0.00283,26.6,-6.63
0.003,27.0,-6.63
0.00309,26.6,-6.6
0.00296,26.6,-6.63
0.00301,26.3,-6.61
0.00295,26.6,-6.64
0.00345,25.2,-6.97
0.00381,26.3,-6.97
0.00383,25.9,-6.99
0.00394,25.5,-6.99
0.0038,25.9,-6.98
0.00381,25.9,-6.96
0.00341,25.2,-6.97
0.00389,26.3,-6.98
0.00404,25.5,-7.0
0.0106,21.5,-7.61
0.0108,21.8,-7.61
0.0106,21.5,-7.61
0.0103,21.8,-7.61
0.0106,21.5,-7.63
0.0107,21.8,-7.6
0.0107,21.8,-7.61
0.0103,21.8,-7.62
0.0102,21.8,-7.61
0.0102,22.1,-7.6
0.0106,21.8,-7.6
0.0108,22.3,-7.62
0.0107,21.5,-7.58
0.0106,21.5,-7.63
0.0109,22.1,-7.57
0.0102,21.8,-7.6
0.0106,22.1,-7.62
0.0108,21.8,-7.61
0.0109,21.8,-7.58
0.0108,22.1,-7.57
0.0104,21.8,-7.6
0.0102,21.8,-7.61
0.0215,19.4,-7.8
0.0217,19.2,-7.82
0.0219,19.7,-7.82
0.0266,17.0,-7.96
0.0266,17.2,-8.0
0.0265,17.2,-7.93
0.0266,17.0,-7.96
0.0265,17.2,-7.93
0.0265,17.0,-7.94
0.0265,16.7,-7.97
0.0266,16.7,-7.97
0.0266,17.0,-7.95
0.0266,17.0,-7.99
0.0266,17.2,-7.93
0.00202,28.3,-4.75
0.00184,29.1,-4.75
0.00188,28.3,-4.75
0.00195,29.6,-4.75
0.00179,27.8,-4.74
0.00191,28.7,-4.75
0.002,27.8,-4.74
0.00196,28.3,-4.75
0.00286,26.3,-6.55
0.00295,27.0,-6.54
0.00276,27.0,-6.53
0.00272,27.0,-6.54
0.00291,26.3,-6.55
0.00282,27.4,-6.57
0.00264,27.0,-6.54
0.00289,25.5,-6.63
0.00284,26.6,-6.61
0.00298,26.3,-6.6
0.00371,26.3,-6.96
0.00387,26.6,-6.97
0.00345,27.0,-6.97
0.00391,25.5,-6.97
0.00381,25.9,-6.98
0.00372,25.9,-6.97
0.00377,25.9,-6.97
0.00352,25.5,-6.97
0.0109,21.8,-7.58
0.0107,21.5,-7.62
0.0106,21.8,-7.61
0.011,21.8,-7.62
0.0108,21.8,-7.58
0.0101,21.8,-7.62
0.0106,21.8,-7.61
0.0103,21.8,-7.62
0.0106,22.1,-7.62
0.0103,21.8,-7.58
0.0107,22.1,-7.58
0.0105,21.5,-7.63
0.0107,21.8,-7.62
0.0103,22.1,-7.61
0.0106,21.8,-7.62
0.0107,21.8,-7.63
0.0106,21.5,-7.62
0.0104,21.8,-7.6
0.0103,21.5,-7.63
0.0106,22.1,-7.6
0.0107,21.8,-7.62
0.0105,21.8,-7.58
0.0106,21.5,-7.6
0.0108,21.8,-7.65
0.0102,21.8,-7.61
0.0106,22.1,-7.62
0.0107,22.1,-7.63
0.0106,21.5,-7.57
0.0105,21.8,-7.61
0.0105,21.8,-7.57
0.0105,21.5,-7.58
0.0108,22.3,-7.62
0.0107,22.1,-7.6
0.0104,21.8,-7.62
0.0107,21.5,-7.63
0.0104,22.3,-7.6
0.0107,22.1,-7.62
0.0218,19.4,-7.82
0.0219,19.4,-7.86
0.0216,19.2,-7.83
0.0258,18.9,-7.92
0.0258,17.7,-7.92
0.0257,17.5,-7.88
0.0266,17.7,-7.94
0.0266,17.2,-7.96
0.0266,17.0,-7.96
0.0266,17.0,-7.99
0.0266,16.7,-7.93
0.0265,17.5,-7.95
0.00195,28.3,-4.75
0.002,28.7,-4.75
0.00198,29.1,-4.75
0.00196,28.7,-4.75
0.00192,27.8,-4.77
0.0018,28.3,-5.11
0.00202,29.6,-5.11
0.00193,28.7,-5.11
0.00277,26.6,-6.55
0.00283,27.0,-6.54
0.00285,27.8,-6.55
0.00273,27.0,-6.55
0.00253,27.0,-6.55
0.00253,27.0,-6.55
0.0028,26.6,-6.58
0.00298,27.0,-6.64
0.00317,26.6,-6.65
0.00299,27.0,-6.64
0.00385,27.0,-6.97
0.00355,26.3,-6.98
0.00384,25.2,-6.97
0.00422,26.3,-7.04
0.00417,25.9,-7.03
0.00384,25.2,-7.02
0.00422,25.9,-7.11
0.00463,25.2,-7.11
0.00449,24.8,-7.1
0.00451,25.2,-7.12
0.00506,24.2,-7.24
0.00517,24.2,-7.26
0.00498,24.5,-7.25
0.00766,23.5,-7.45
0.00781,22.9,-7.43
0.00733,22.9,-7.41
0.00871,22.6,-7.45
0.00809,22.9,-7.44
0.00813,22.1,-7.48
0.00835,22.9,-7.51
0.0084,22.9,-7.45
0.00841,22.6,-7.5
0.00868,22.1,-7.47
0.0081,22.3,-7.5
0.00774,22.6,-7.47
0.00886,22.3,-7.55
0.00871,22.6,-7.5
0.00872,22.3,-7.54
0.00834,22.6,-7.55
0.00961,22.1,-7.6
0.0093,22.1,-7.58
0.00923,22.1,-7.56
0.00947,22.3,-7.55
0.00909,22.3,-7.56
0.00892,22.6,-7.57
0.0104,22.1,-7.63
0.0106,22.1,-7.62
0.0104,21.8,-7.62
0.0107,21.8,-7.63
0.0103,21.8,-7.63
0.0106,22.6,-7.61
0.0109,22.1,-7.64
0.0103,22.1,-7.61
0.0106,21.8,-7.63
0.0218,18.7,-7.83
0.0215,19.2,-7.84
0.0218,19.2,-7.83
0.021,19.2,-7.81
0.0214,19.4,-7.82
0.0218,19.4,-7.84
0.0216,19.2,-7.83
0.0215,19.4,-7.82
0.0211,19.2,-7.81
0.0218,19.4,-7.84
0.0214,19.4,-7.83
0.022,19.2,-7.8
0.0215,19.2,-7.83
0.00188,29.6,-4.74
0.00174,29.1,-4.77
0.00209,29.1,-4.75
0.00191,28.7,-4.75
0.00208,29.1,-4.74
0.00193,29.1,-4.75
0.00195,28.7,-4.75
0.00196,28.3,-4.75
0.00174,28.7,-4.75
0.00201,28.3,-4.75
0.00178,29.6,-4.75
0.0019,31.0,-4.75
0.00201,28.7,-4.75
0.00181,28.3,-4.75
0.00185,28.3,-4.75
0.00194,29.1,-4.74
0.00187,29.1,-4.74
0.00204,28.3,-4.74
0.00199,28.7,-4.75
0.00193,28.7,-4.74
0.00197,28.7,-4.75
0.0019,29.6,-4.74
0.00197,28.3,-4.74
0.002,27.8,-4.74
0.0019,28.3,-4.74
0.00205,31.0,-4.74
0.00373,25.2,-6.97
0.0039,26.3,-6.97
0.0038,25.2,-6.94
0.00391,25.2,-7.0
0.00419,25.2,-7.03
0.00424,25.5,-7.06
0.00435,25.2,-7.11
0.00421,24.8,-7.1
0.00435,24.8,-7.11
0.00514,24.8,-7.25
0.00517,24.2,-7.23
0.00522,24.5,-7.26
0.00721,23.8,-7.43
0.00765,22.9,-7.44
0.00766,22.9,-7.44
0.00724,22.6,-7.43
0.00837,22.6,-7.47
0.00812,22.3,-7.47
0.00819,22.6,-7.49
0.00881,22.1,-7.5
0.00871,22.1,-7.52
0.00863,22.6,-7.52
0.00924,22.6,-7.55
0.00949,22.1,-7.55
